database;class;sequence id;length (aa);HCA score;% strong hydrophobic;sequence coverage by foldable segment;number of removed aa
SCOPe;c;d1q6oa_;213;1.53;0.36;0.91;0
SCOPe;c;d1pyfa1;309;-0.79;0.33;0.83;0
SCOPe;c;d3dc0a1;344;-0.50;0.30;0.86;0
SCOPe;c;d2c0ha1;350;0.00;0.31;0.91;0
SCOPe;c;d3oiha_;272;0.29;0.34;0.99;0
SCOPe;c;d1vfla_;349;0.11;0.34;0.90;0
SCOPe;c;d1rk6a3;358;-1.34;0.32;0.91;0
SCOPe;c;d3pnza_;329;-0.10;0.34;0.93;0
SCOPe;c;d1pv8a_;320;0.37;0.36;0.86;0
SCOPe;c;d1yeya1;252;0.74;0.35;0.96;0
SCOPe;c;d1s2wa_;275;0.00;0.33;0.97;0
SCOPe;c;d1l1qa1;179;1.82;0.37;0.98;0
SCOPe;c;d1nula_;150;0.10;0.38;0.95;0
SCOPe;c;d2x5na_;192;0.47;0.35;0.99;0
SCOPe;c;d1af7a2;193;0.61;0.35;0.89;0
SCOPe;c;d1tpya_;285;1.64;0.35;0.90;0
SCOPe;c;d1o9ga_;249;-1.57;0.31;0.82;0
SCOPe;c;d2ar0a1;524;-0.99;0.31;0.79;0
SCOPe;c;d2cu2a2;268;-0.68;0.35;0.82;0
SCOPe;c;d3b5ea1;209;-2.48;0.33;0.88;0
SCOPe;c;d2xuaa_;260;-0.05;0.32;0.99;0
SCOPe;c;d1zdra_;161;-0.38;0.37;0.98;0
SCOPe;c;d5cgea1;263;0.04;0.35;1.00;0
SCOPe;c;d2j0wa1;292;0.34;0.34;0.92;0
SCOPe;c;d1k7ha1;473;-0.90;0.31;0.87;0
SCOPe;c;d3r7fa2;148;0.37;0.33;0.98;0
SCOPe;c;d1jfla1;115;-0.78;0.35;0.99;0
SCOPe;c;d2dh6a_;381;-1.36;0.31;0.83;0
SCOPe;c;d1euha_;474;0.44;0.34;0.91;0
SCOPe;c;d4i7ea_;319;1.07;0.32;0.94;0
SCOPe;c;d2h1va_;309;1.01;0.33;0.92;0
SCOPe;c;d3tlka1;292;-1.68;0.30;0.79;0
SCOPe;c;d2o20a_;271;1.90;0.36;0.96;0
SCOPe;c;d3cs3a_;266;0.13;0.35;0.88;0
SCOPe;c;d3n0xa_;371;-1.20;0.31;0.88;0
SCOPe;c;d4p56a_;315;-0.37;0.31;0.93;0
SCOPe;c;d3k01a1;388;-2.32;0.29;0.87;0
SCOPe;c;d1tqyb2;157;-1.91;0.29;0.97;0
SCOPe;c;d4v2pa2;150;1.23;0.37;0.84;0
SCOPe;c;d1ihna1;111;-0.14;0.32;0.80;0
SCOPe;c;d2fi1a1;187;1.24;0.36;1.00;0
SCOPe;c;d1y8aa1;308;1.88;0.38;1.00;0
SCOPe;c;d1jr2a_;260;-0.25;0.33;1.00;0
SCOPe;c;d3bbda1;204;2.01;0.40;1.00;0
SCOPe;c;d3fdja_;276;0.78;0.35;0.99;0
SCOPe;c;d3sdwa_;158;1.26;0.34;0.97;0
SCOPe;c;d2ahua2;273;-0.86;0.35;0.90;0
SCOPe;c;d4l51a_;249;1.52;0.35;0.94;0
SCOPe;c;d3c3da1;303;0.13;0.36;0.88;0
SCOPe;d;d3gxra_;185;-1.83;0.28;0.84;0
SCOPe;d;d4e3ya_;240;-1.56;0.30;0.84;0
SCOPe;d;d1lg4a_;99;-1.02;0.32;0.68;0
SCOPe;d;d2oafa1;143;1.46;0.35;0.90;0
SCOPe;d;d2hboa1;142;0.29;0.35;0.96;0
SCOPe;d;d5hmba1;124;-2.13;0.32;0.71;0
SCOPe;d;d1qpoa2;115;-0.74;0.31;0.97;0
SCOPe;d;d2wp4a_;128;0.12;0.36;0.97;0
SCOPe;d;d2l3ca_;74;-1.85;0.34;0.61;0
SCOPe;d;d2je6i3;69;-0.22;0.38;0.87;0
SCOPe;d;d1nsaa2;89;1.18;0.35;0.92;0
SCOPe;d;d1s79a1;98;-0.95;0.33;0.60;0
SCOPe;d;d2dnga1;90;2.36;0.33;0.82;0
SCOPe;d;d3ceda1;95;2.73;0.38;0.95;0
SCOPe;d;d4mlaa2;281;0.60;0.37;0.95;0
SCOPe;d;d1ivza1;119;1.07;0.33;0.94;0
SCOPe;d;d2p8ia2;116;0.15;0.33;0.99;0
SCOPe;d;d1jyha_;155;1.18;0.39;0.98;0
SCOPe;d;d1rq8a_;96;0.74;0.34;0.91;0
SCOPe;d;d1xppa_;99;0.74;0.33;0.92;0
SCOPe;d;d2wnya_;137;1.20;0.34;0.88;0
SCOPe;d;d3k0ta_;123;1.12;0.35;0.88;0
SCOPe;d;d1dt9a2;146;2.03;0.38;0.85;0
SCOPe;d;d3k5ba1;111;1.09;0.30;0.98;0
SCOPe;d;d2w3sa4;117;2.00;0.34;0.97;0
SCOPe;d;d1vkwa1;206;0.52;0.38;0.90;0
SCOPe;d;d1bqba_;301;-1.79;0.28;0.80;0
SCOPe;d;d1buda_;197;1.41;0.38;0.91;0
SCOPe;d;d2cs0a1;106;-3.09;0.33;0.71;0
SCOPe;d;d5w3ra1;110;-0.19;0.36;0.95;0
SCOPe;d;d2eoba1;111;-1.08;0.34;0.88;0
SCOPe;d;d1jvaa2;118;1.69;0.37;0.97;0
SCOPe;d;d4mb8a1;134;2.98;0.37;0.85;0
SCOPe;d;d1qtsa2;114;0.61;0.33;0.90;0
SCOPe;b;d2cp0a1;82;0.40;0.34;0.95;0
SCOPe;b;d2eyqa1;80;2.17;0.35;0.95;0
SCOPe;a;d1wjfa_;55;3.64;0.33;0.98;0
SCOPe;a;d1ixsa_;50;-1.28;0.28;0.82;0
SCOPe;a;d3b0fa_;43;3.00;0.37;0.93;0
SCOPe;a;d1hcia4;114;2.84;0.32;0.93;0
SCOPe;a;d1m62a1;82;1.23;0.35;0.89;0
SCOPe;a;d2fs1a_;56;1.54;0.32;0.95;0
SCOPe;a;d1w4ha_;45;-4.02;0.22;0.73;0
SCOPe;a;d1r6ta1;54;-0.59;0.31;0.78;0
SCOPe;a;d2rtua1;84;-1.27;0.23;0.80;0
SCOPe;a;d2yfwb_;66;2.00;0.35;0.86;0
SCOPe;a;d1c02a_;166;2.07;0.36;0.96;0
SCOPe;a;d1szia_;226;-0.71;0.27;0.82;0
SCOPe;a;d2pyba_;151;3.63;0.42;0.98;0
SCOPe;a;d4j42a_;80;1.12;0.26;0.91;0
SCOPe;a;d4nkqb_;220;-0.50;0.31;0.87;0
SCOPe;a;d2ilka_;155;3.87;0.37;0.95;0
SCOPe;a;d4pxhb1;73;1.11;0.33;0.86;0
SCOPe;a;d3dbya2;135;3.71;0.39;0.96;0
SCOPe;a;d2auwa1;67;-1.31;0.34;0.78;0
SCOPe;a;d1a0aa_;63;-3.44;0.22;0.37;0
SCOPe;a;d2m0ra_;104;0.16;0.30;0.93;0
SCOPe;a;d3q8ia_;123;1.81;0.32;0.98;0
SCOPe;a;d1zx3a1;86;0.29;0.34;0.69;0
SCOPe;a;d1okta1;126;0.75;0.37;0.90;0
SCOPe;a;d4dnda_;104;1.59;0.34;0.97;0
SCOPe;a;d2nb1a1;59;-2.25;0.34;0.61;0
SCOPe;a;d1hlra6;113;-1.96;0.30;0.94;0
SCOPe;a;d1oxja1;62;5.16;0.45;0.95;0
SCOPe;a;d2eama1;67;3.18;0.39;0.93;0
SCOPe;a;d1yt3a1;101;-0.30;0.35;0.79;0
SCOPe;a;d2k4ea_;134;-2.67;0.29;0.70;0
SCOPe;a;d1pn5a1;93;-0.85;0.29;0.60;0
SCOPe;a;d1u3da1;300;0.65;0.35;0.83;0
SCOPe;a;d1v7wa1;531;-0.01;0.32;0.90;0
SCOPe;a;d2csca_;433;1.38;0.35;0.95;0
SCOPe;a;d4ep6a_;392;-1.20;0.33;0.85;0
SCOPe;a;d1xqra1;267;2.58;0.37;0.89;0
SCOPe;a;d2c2la1;201;-0.68;0.29;0.78;0
SCOPe;a;d5loza1;134;-0.87;0.34;0.95;0
SCOPe;a;d1kx9a_;108;1.65;0.32;0.98;0
SCOPe;a;d2id6a2;125;4.72;0.42;0.97;0
SCOPe;d;d1mska_;327;0.69;0.32;0.93;0
SCOPe;d;d2fa1a1;157;-0.52;0.31;0.96;0
SCOPe;d;d1k3sa_;113;1.86;0.39;0.99;0
SCOPe;d;d2l6ba1;105;-6.66;0.20;0.41;0
SCOPe;d;d1mr1c1;94;0.83;0.38;0.98;0
SCOPe;d;d4lzda3;193;-0.89;0.34;0.76;0
SCOPe;d;d4j7bb2;94;3.15;0.43;0.95;0
SCOPe;d;d1ml8a_;134;0.85;0.36;0.99;0
SCOPe;d;d1nyna_;111;-2.28;0.29;0.60;0
SCOPe;d;d1tkla_;325;-1.81;0.32;0.95;0
SCOPe;d;d2ekma_;160;0.61;0.37;0.99;0
SCOPe;d;d1sz7a_;159;3.74;0.40;0.99;0
SCOPe;d;d2cr9a1;126;-1.77;0.33;0.77;0
SCOPe;d;d2fb5a1;201;-0.42;0.35;0.85;0
SCOPe;d;d2b3wa1;160;-0.36;0.31;0.77;0
SCOPe;d;d2hc5a1;108;2.69;0.37;0.95;0
SCOPe;d;d2paga1;135;0.13;0.41;0.99;0
SCOPe;a;d1iura1;75;-0.43;0.29;0.76;0
SCOPe;a;d2hldq2;41;-2.05;0.27;0.44;0
SCOPe;a;d1x4ta1;79;2.20;0.30;0.91;0
SCOPe;a;d2gc4d_;147;-1.76;0.31;0.69;0
SCOPe;a;d1x2na1;60;-3.62;0.32;0.35;0
SCOPe;a;d1iufa2;66;-2.88;0.32;0.55;0
SCOPe;a;d2xpwa1;65;-0.23;0.34;0.80;0
SCOPe;a;d2d5va2;56;0.32;0.32;0.80;0
SCOPe;a;d1ft9a1;80;-0.26;0.30;0.94;0
SCOPe;a;d1dp7p_;76;-0.87;0.36;0.96;0
SCOPe;a;d1v3fa1;107;1.74;0.33;0.79;0
SCOPe;a;d1ucra_;74;-1.14;0.32;0.78;0
SCOPe;a;d1ylfa1;138;2.49;0.40;0.98;0
SCOPe;a;d2ipqx1;133;0.02;0.38;0.96;0
SCOPe;a;d2md5a1;98;-0.31;0.37;0.83;0
SCOPe;a;d5icea1;102;1.56;0.40;0.87;0
SCOPe;a;d5ju7a1;106;1.34;0.40;0.97;0
SCOPe;a;d1veja1;61;-2.05;0.28;0.62;0
SCOPe;a;d4lrsa2;52;-1.90;0.33;0.88;0
SCOPe;a;d1j2jb_;41;-4.63;0.29;0.61;0
SCOPe;a;d2nojb1;58;-1.28;0.31;0.81;0
SCOPe;a;d2mh8a_;56;0.59;0.30;0.80;0
SCOPe;a;d1kx5b_;102;-0.76;0.29;0.78;0
SCOPe;a;d2yfwe_;92;2.75;0.37;0.99;0
SCOPe;a;d2k5sa1;66;2.06;0.36;0.92;0
SCOPe;a;d1i4ya_;113;1.82;0.36;0.94;0
SCOPe;a;d1i5na_;128;0.34;0.33;0.97;0
SCOPe;a;d1k04a_;142;1.38;0.35;0.87;0
SCOPe;a;d1ug7a1;115;1.05;0.30;0.80;0
SCOPe;a;d2yw6a_;148;2.49;0.34;0.95;0
SCOPe;a;d4cy9a1;167;1.50;0.34;0.92;0
SCOPe;a;d4erua1;158;1.09;0.31;0.84;0
SCOPe;a;d4iogb1;90;1.09;0.27;0.92;0
SCOPe;a;d4i77z_;101;3.23;0.40;0.97;0
SCOPe;a;d1lk3a_;143;4.28;0.37;0.99;0
SCOPe;a;d1klpa_;115;0.46;0.30;0.90;0
SCOPe;a;d5uiya_;107;2.68;0.39;0.97;0
SCOPe;a;d3d19a1;134;1.07;0.37;0.94;0
SCOPe;a;d4f9ka_;57;0.81;0.37;0.70;0
SCOPe;a;d2dk5a1;78;0.23;0.33;0.79;0
SCOPe;a;d5ilsa_;101;1.36;0.40;0.91;0
SCOPe;a;d1ttya_;87;1.85;0.36;0.91;0
SCOPe;a;d2dkla1;72;-1.26;0.28;0.72;0
SCOPe;a;d2daka1;50;0.46;0.32;0.80;0
SCOPe;a;d1jnra1;141;2.33;0.40;0.94;0
SCOPe;a;d2otke_;43;-4.84;0.30;0.44;0
SCOPe;a;d1r4ga_;53;0.55;0.32;0.91;0
SCOPe;a;d2k6ms1;66;0.45;0.39;0.89;0
SCOPe;a;d1bh9a_;45;4.11;0.44;1.00;0
SCOPe;a;d1l7ca2;124;1.05;0.35;0.85;0
SCOPe;a;d1wtya_;116;2.51;0.34;0.97;0
SCOPe;a;d3ge4a_;161;-0.28;0.31;0.75;0
SCOPe;a;d1hgua_;189;2.21;0.35;0.97;0
SCOPe;a;d3uf2a_;145;3.77;0.39;0.99;0
SCOPe;a;d1ffya1;273;2.80;0.38;0.94;0
SCOPe;a;d4qnsa1;105;0.22;0.37;0.97;0
SCOPe;a;d1qx8a_;47;2.66;0.36;0.91;0
SCOPe;a;d6b6ma1;85;1.21;0.32;0.94;0
SCOPe;a;d1qasa1;94;-1.83;0.30;1.00;0
SCOPe;a;d4gfta_;65;1.37;0.35;0.97;0
SCOPe;a;d2ahea2;149;0.99;0.33;0.99;0
SCOPe;a;d4kh7a2;129;-1.09;0.34;0.95;0
SCOPe;a;d4eada1;69;-0.28;0.36;0.90;0
SCOPe;a;d1eo0a_;77;1.03;0.36;0.92;0
SCOPe;a;d2a1jb1;77;1.52;0.36;0.97;0
SCOPe;a;d2ihma1;94;-1.17;0.32;0.96;0
SCOPe;a;d1cipa1;121;0.60;0.34;0.94;0
SCOPe;a;d1wmga_;90;1.06;0.33;0.96;0
SCOPe;a;d1jr3d1;127;1.40;0.38;0.93;0
SCOPe;a;d2j1qa1;95;3.02;0.35;0.93;0
SCOPe;a;d1clca1;441;0.78;0.34;0.86;0
SCOPe;a;d1d2ta_;224;-2.33;0.28;0.68;0
SCOPe;a;d1wa5c_;959;2.16;0.41;0.98;0
SCOPe;a;d1ug3a2;127;2.45;0.41;0.95;0
SCOPe;a;d4gaaa3;150;2.07;0.39;0.99;0
SCOPe;d;d2p97a1;200;0.07;0.36;0.99;0
SCOPe;d;d1s70a_;309;2.35;0.40;0.97;0
SCOPe;d;d1uf5a_;303;0.45;0.35;0.93;0
SCOPe;d;d2pf5a_;95;-1.00;0.34;0.86;0
SCOPe;d;d1m1jc1;252;-0.15;0.31;0.95;0
SCOPe;d;d16vpa_;356;0.60;0.35;0.81;0
SCOPe;d;d2fgea1;258;2.16;0.37;0.99;0
SCOPe;d;d1kmda_;117;2.71;0.34;0.96;0
SCOPe;d;d1hw7a_;229;1.37;0.35;0.99;0
SCOPe;d;d2fkia1;118;0.62;0.36;0.86;0
SCOPe;d;d1jw3a_;140;1.19;0.39;1.00;0
SCOPe;d;d2dzna_;226;1.59;0.37;0.99;0
SCOPe;d;d1lr0a1;121;-0.31;0.31;0.80;0
SCOPe;d;d5idha2;87;3.24;0.38;0.95;0
SCOPe;d;d1neea1;98;1.39;0.35;0.98;0
SCOPe;d;d1xzpa3;117;-1.85;0.36;0.82;0
SCOPe;d;d1n6za_;105;1.23;0.39;0.71;0
SCOPe;d;d1sf8a1;114;0.47;0.35;0.99;0
SCOPe;d;d2zjr31;63;-4.73;0.25;0.43;0
SCOPe;d;d2gs5a1;193;-1.31;0.37;0.99;0
SCOPe;d;d1vs6z1;70;1.96;0.31;0.94;0
SCOPe;d;d2o5hb_;118;1.19;0.38;0.96;0
SCOPe;d;d2j4ba1;131;3.17;0.43;0.98;0
SCOPe;d;d3jb9a5;651;0.05;0.36;0.91;0
SCOPe;a;d3mkba_;140;0.46;0.33;0.99;0
SCOPe;a;d1gtea1;182;0.18;0.32;0.91;0
SCOPe;a;d1wvec_;75;-1.36;0.33;0.85;0
SCOPe;a;d1jmxa2;77;1.17;0.32;0.97;0
SCOPe;a;d1wi3a1;58;1.53;0.34;0.86;0
SCOPe;a;d2msya_;68;0.40;0.37;0.76;0
SCOPe;a;d2ckxa1;83;-0.69;0.30;0.65;0
SCOPe;a;d2li6a_;116;0.77;0.37;0.84;0
SCOPe;a;d2fbha1;137;1.34;0.34;0.98;0
SCOPe;a;d2v9va1;61;-1.05;0.30;0.89;0
SCOPe;a;d3txna2;68;4.57;0.43;0.97;0
SCOPe;a;d1z05a1;71;-0.61;0.28;0.93;0
SCOPe;a;d2dk8a1;68;1.68;0.35;0.90;0
SCOPe;a;d4irga1;95;1.21;0.33;0.94;0
SCOPe;a;d2k6xa1;68;1.06;0.29;0.79;0
SCOPe;a;d1wjia1;50;-3.52;0.28;0.66;0
SCOPe;a;d2daga1;61;0.44;0.36;0.87;0
SCOPe;a;d3eq5a1;100;1.85;0.41;0.91;0
SCOPe;a;d1kf6a1;134;1.75;0.30;0.94;0
SCOPe;a;d1nu9c1;145;2.48;0.33;0.96;0
SCOPe;a;d1bh9b_;89;1.49;0.35;0.87;0
SCOPe;a;d1dova_;181;-0.41;0.33;0.85;0
SCOPe;a;d1o3ua1;123;0.40;0.33;0.89;0
SCOPe;a;d1oquc_;328;1.18;0.35;0.94;0
SCOPe;d;d5in3a1;170;-0.84;0.34;0.68;0
SCOPe;d;d2pg9a1;194;3.72;0.42;1.00;0
SCOPe;d;d2k1fa_;88;-2.11;0.30;0.80;0
SCOPe;d;d1s3si_;50;-1.92;0.30;0.80;0
SCOPe;d;d1zud2_;65;-0.17;0.34;0.94;0
SCOPe;d;d3o13a2;103;0.98;0.31;0.96;0
SCOPe;d;d1ju2a2;170;0.92;0.36;0.94;0
SCOPe;d;d4n6v0_;91;-0.46;0.30;0.88;0
SCOPe;d;d1w7ca2;127;-1.95;0.34;0.86;0
SCOPe;d;d2giab1;146;1.29;0.33;0.82;0
SCOPe;d;d1kfwa2;61;-4.38;0.23;0.57;0
SCOPe;d;d1klla_;128;1.93;0.34;0.95;0
SCOPe;d;d1k4na1;186;0.19;0.32;0.98;0
SCOPe;d;d4gwha4;170;0.12;0.35;0.88;0
SCOPe;d;d1zvpa1;66;1.26;0.36;0.77;0
SCOPe;d;d3pima1;183;0.87;0.33;0.99;0
SCOPe;d;d4g38a3;80;1.32;0.35;0.99;0
SCOPe;d;d1j27a_;98;0.65;0.36;0.83;0
SCOPe;d;d5diib2;87;2.07;0.38;0.98;0
SCOPe;d;d4e2ha_;229;-0.21;0.31;0.85;0
SCOPe;d;d3typa1;149;-0.26;0.34;0.99;0
SCOPe;d;d3rfna_;151;0.21;0.36;0.86;0
SCOPe;d;d3swga_;417;2.33;0.37;1.00;0
SCOPe;d;d3faua1;79;1.25;0.37;1.00;0
SCOPe;d;d2p5ma_;82;1.95;0.39;0.94;0
SCOPe;d;d2ckaa1;58;0.36;0.34;0.88;0
SCOPe;d;d1t0kb_;97;0.89;0.38;0.98;0
SCOPe;d;d1h9aa2;290;-0.56;0.32;0.86;0
SCOPe;d;d1e6ta_;129;-0.88;0.33;0.84;0
SCOPe;d;d1nhpa3;126;1.06;0.35;0.91;0
SCOPe;d;d1bkja_;239;-0.55;0.33;0.90;0
SCOPe;d;g1e1h.1;408;0.90;0.36;0.94;0
SCOPe;d;d2ysxa1;112;-1.54;0.37;0.64;0
SCOPe;d;d1m5xa_;161;-0.60;0.36;0.92;0
SCOPe;d;d2yzca2;156;0.63;0.32;0.88;0
SCOPe;d;d4poia_;116;-1.90;0.32;0.86;0
SCOPe;d;d1udsa2;105;1.53;0.35;0.92;0
SCOPe;d;d1wu7a2;327;1.67;0.36;0.99;0
SCOPe;d;d1y9ka1;151;2.81;0.39;0.99;0
SCOPe;d;d3r9fa_;180;3.29;0.41;0.99;0
SCOPe;d;d5hmna_;151;2.40;0.36;0.97;0
SCOPe;d;d2j3wa_;142;1.39;0.40;0.95;0
SCOPe;d;d2b0va1;146;0.19;0.36;0.97;0
SCOPe;d;d2keoa_;92;0.24;0.34;0.93;0
SCOPe;d;d1sgla_;206;-0.06;0.37;0.85;0
SCOPe;d;d1b6aa2;295;0.08;0.32;0.78;0
SCOPe;d;d3tvqa_;152;-1.55;0.30;0.78;0
SCOPe;d;d3ifva2;131;0.60;0.32;0.89;0
SCOPe;d;d1vk3a4;96;0.03;0.35;0.91;0
SCOPe;d;d2ppqa1;316;1.56;0.37;0.97;0
SCOPe;d;d3deda1;87;1.63;0.38;0.84;0
SCOPe;d;d5le5d_;233;0.67;0.33;0.91;0
SCOPe;d;d4hnza1;173;-0.37;0.32;0.98;0
SCOPe;d;d1vmea2;250;2.05;0.40;0.97;0
SCOPe;d;d1chua3;116;-1.60;0.34;0.63;0
SCOPe;d;d3a4ra1;74;-0.62;0.35;0.96;0
SCOPe;d;d1oeyj_;105;0.54;0.37;0.98;0
SCOPe;d;d2ivda2;108;-2.22;0.32;0.94;0
SCOPe;d;d5jpua_;118;1.52;0.37;0.93;0
SCOPe;d;d4akza_;138;0.57;0.32;0.85;0
SCOPe;d;d1ugia_;83;-1.13;0.35;0.98;0
SCOPe;d;d2f4wa1;157;0.65;0.39;0.96;0
SCOPe;d;d3cfia_;78;-0.86;0.36;0.76;0
SCOPe;d;d2pjhb2;107;2.33;0.38;0.99;0
SCOPe;d;d1t47a2;199;1.35;0.36;0.95;0
SCOPe;d;d3kpba_;119;1.69;0.37;0.98;0
SCOPe;d;d2cwza1;138;0.63;0.36;0.92;0
SCOPe;d;d5cpga_;155;1.23;0.32;0.85;0
SCOPe;d;d3dc5a2;109;3.37;0.37;0.90;0
SCOPe;d;d1e8oa_;74;2.04;0.39;0.96;0
SCOPe;d;d1pdaa2;88;-0.18;0.30;0.68;0
SCOPe;d;d1we8a1;91;-2.00;0.30;0.88;0
SCOPe;d;d2go8a1;108;-1.94;0.30;0.83;0
SCOPe;d;d3fmba1;99;2.58;0.39;0.79;0
SCOPe;d;d1u6fa1;139;-0.51;0.32;0.82;0
SCOPe;d;d5d78a1;75;-1.68;0.31;0.93;0
SCOPe;d;d5ruba2;136;0.16;0.35;0.96;0
SCOPe;d;d4yhva_;135;1.95;0.39;0.91;0
SCOPe;d;d1vmba_;107;2.29;0.36;0.89;0
SCOPe;d;d2ropa1;62;4.18;0.39;1.00;0
SCOPe;d;d1zvpa2;64;3.70;0.34;0.95;0
SCOPe;d;d2ohda_;142;0.44;0.37;0.82;0
SCOPe;d;d5n28c_;258;-1.13;0.33;0.91;0
SCOPe;d;d1q8ka2;117;0.44;0.32;0.90;0
SCOPe;d;d1f7ua3;134;0.81;0.37;0.88;0
SCOPe;d;d1kpta_;105;-2.74;0.32;0.74;0
SCOPe;d;d2dl6a1;70;-0.39;0.31;0.89;0
SCOPe;d;d1w41a1;99;0.30;0.34;0.97;0
SCOPe;d;d1h6da2;162;-2.10;0.32;0.82;0
SCOPe;d;d1qbea_;132;-1.53;0.29;0.80;0
SCOPe;d;d1mo9a3;140;-0.01;0.34;0.96;0
SCOPe;d;d2wzva_;222;-0.79;0.31;0.87;0
SCOPe;d;d3edia_;201;-0.71;0.33;0.77;0
SCOPe;d;d3buxb3;88;1.72;0.36;0.82;0
SCOPe;d;d1r7ma1;118;1.69;0.39;0.93;0
SCOPe;d;d4xfpa1;151;1.75;0.36;0.98;0
SCOPe;b;d2f2fa1;153;0.76;0.36;0.89;0
SCOPe;b;d3pmea2;195;2.30;0.42;0.95;0
SCOPe;b;d4r1qa2;169;0.31;0.35;0.98;0
SCOPe;b;d2cnda1;114;2.72;0.40;0.96;0
SCOPe;b;d2htia1;156;-1.32;0.35;0.89;0
SCOPe;b;d4ywna_;138;-0.67;0.33;0.83;0
SCOPe;b;d5gpib_;154;0.90;0.34;0.94;0
SCOPe;b;d1ti6a1;147;0.15;0.35;0.98;0
SCOPe;b;d1wg7a1;137;0.43;0.34;0.80;0
SCOPe;b;d1dbha2;133;1.14;0.34;0.99;0
SCOPe;b;d1xkea1;122;3.09;0.35;0.95;0
SCOPe;b;d2dx5a1;121;-1.35;0.34;0.82;0
SCOPe;b;d2dlwa1;100;-1.64;0.29;0.92;0
SCOPe;b;d3pdfa1;118;2.74;0.40;0.92;0
SCOPe;b;d1q25a1;123;1.17;0.36;0.95;0
SCOPe;b;d3cu9a_;314;-0.59;0.38;0.94;0
SCOPe;b;d3srea_;339;1.73;0.39;0.98;0
SCOPe;b;d1nr0a2;299;-0.07;0.33;0.94;0
SCOPe;d;d5buwa_;144;0.61;0.40;0.96;0
SCOPe;d;d1o0wa2;69;-2.58;0.29;0.67;0
SCOPe;d;d2cpqa1;78;-0.50;0.32;0.95;0
SCOPe;d;d1tzza2;140;0.07;0.34;0.82;0
SCOPe;d;d1vq8r1;150;-4.31;0.25;0.67;0
SCOPe;d;d2v4ja1;81;0.51;0.32;0.94;0
SCOPe;d;d1spbp_;71;-1.62;0.28;0.96;0
SCOPe;d;d2bbea_;103;1.96;0.37;0.98;0
SCOPe;d;d2cq2a1;101;0.42;0.37;0.90;0
SCOPe;d;d2bz2a1;79;0.53;0.33;0.84;0
SCOPe;d;d3begb_;90;-1.91;0.29;0.80;0
SCOPe;d;d2e5ha1;87;1.48;0.37;1.00;0
SCOPe;d;d2n3la1;86;0.27;0.33;0.93;0
SCOPe;d;d2dy1a4;77;-1.97;0.30;0.87;0
SCOPe;d;d1q8la1;83;1.87;0.36;0.77;0
SCOPe;d;d1phza1;97;0.02;0.31;0.77;0
SCOPe;d;d3c20a2;100;2.79;0.36;0.97;0
SCOPe;d;d1ueka2;120;-0.35;0.33;0.93;0
SCOPe;d;d1f9ya_;158;0.33;0.35;0.99;0
SCOPe;d;d1ftra1;148;0.26;0.32;0.98;0
SCOPe;d;d1iwga1;97;-0.20;0.30;0.90;0
SCOPe;d;d1zpwx1;82;2.57;0.39;0.90;0
SCOPe;d;d1r44a_;202;-0.05;0.35;0.88;0
SCOPe;d;d1hc7a3;74;0.19;0.31;0.69;0
SCOPe;d;d1ipaa2;105;1.64;0.31;0.97;0
SCOPe;d;d3ej9b_;59;0.47;0.36;0.93;0
SCOPe;d;d3t3la_;121;1.59;0.32;0.92;0
SCOPe;d;d1m6ia3;131;-0.85;0.31;0.73;0
SCOPe;d;d1srsa_;84;-0.50;0.33;0.90;0
SCOPe;d;d2gjxa2;144;0.45;0.38;0.89;0
SCOPe;d;d1qada_;107;-1.99;0.34;0.69;0
SCOPe;d;d1cbya_;227;3.67;0.41;0.96;0
SCOPe;d;d1pz4a1;110;1.20;0.36;0.99;0
SCOPe;d;d4zgyb_;125;-1.37;0.35;0.94;0
SCOPe;d;d2lxxa_;152;1.52;0.34;0.97;0
SCOPe;d;d1n9la_;109;0.00;0.35;0.97;0
SCOPe;d;d5luva_;134;1.07;0.34;1.00;0
SCOPe;d;d3c8ca1;238;-1.00;0.34;0.76;0
SCOPe;d;d1vk6a2;131;1.44;0.37;0.97;0
SCOPe;c;d1lama2;159;-1.13;0.30;0.75;0
SCOPe;c;d2iqia1;178;-1.12;0.29;0.92;0
SCOPe;c;d1sdoa_;203;1.75;0.38;0.90;0
SCOPe;c;d1a79a1;97;2.78;0.44;0.96;0
SCOPe;c;d3b48a1;132;1.04;0.32;0.91;0
SCOPe;c;d1zc6a2;171;-1.74;0.29;0.76;0
SCOPe;c;d2fsja1;161;0.99;0.35;0.92;0
SCOPe;c;d4h0pa1;205;1.63;0.35;0.98;0
SCOPe;c;d1yt3a3;193;0.82;0.39;0.88;0
SCOPe;c;d1edza2;146;0.93;0.36;0.97;0
SCOPe;c;d5e38a1;203;-0.96;0.34;0.94;0
SCOPe;c;d1m2oa3;271;1.14;0.35;0.85;0
SCOPe;c;d1p91a_;268;-0.73;0.34;0.88;0
SCOPe;c;d2esra1;152;1.84;0.40;0.99;0
SCOPe;c;d5h02a_;252;2.31;0.35;0.98;0
SCOPe;c;d2yhka_;455;0.78;0.36;0.99;0
SCOPe;c;d4lnla_;332;-0.33;0.33;1.00;0
SCOPe;c;d3euca_;365;1.19;0.36;0.98;0
SCOPe;c;d2vxmb_;257;2.25;0.40;0.95;0
SCOPe;c;d4u2fa_;233;0.05;0.33;0.76;0
